"mouseID","sex","year","bodyweight","bodylength","BMI","HI","loc","batch","Ntrapped","ID","agri","imperv","tcd","swf","dist_road","dist_path","prec_aug_2015","prec_aug_2016","prec_aug_2017","prec_aug_2018","prec_aug_2019","prec_aug_2021","prec_aug_2022","temp_aug_2015","temp_aug_2016","temp_aug_2017","temp_aug_2018","temp_aug_2019","temp_aug_2021","temp_aug_2022","CATO","PITO","POTO","cat_dens","pig_dens","pou_dens","gem_char","region","lon","lat","farm_ID","observed_arg","chao1_arg","shannon_arg","simpson_eve_arg","simpson_dom_arg"
"AA_0517","M",2017,15.936,82,-1.15958024541054,0.736842105263158,"51.7759   13.9575","Batch_1",2,21,0.560000002384186,20.1100006103516,0,0,37.6558113098145,26.1047306060791,30.5032768249512,40.4568634033203,72.6718902587891,29.7347106933594,11.4255695343018,102.129837036133,64.9672698974609,218.722946166992,182.432388305664,190.404006958008,214.977340698242,206.404006958008,174.404006958008,209.509002685547,0.958703815937042,5.60057878494263,0.0949662700295448,0.0584618337452412,0.341523736715317,5.79105043411255,"12066052","Brandenburg",13.957539,51.775877,29,38,38,2.92212505243917,0.328007400424307,0.0802292553144911
"AA_0054","F",2016,13.833,69,2.44770269356198,0.708333333,"52.5028   13.9289","Batch_1",3,22,0,49.4700012207031,20.1100006103516,34,24.2997169494629,118.771110534668,27.007604598999,44,65.8942565917969,10.7174501419067,24.5606079101562,74.758918762207,44,217.276504516602,179.964584350586,186.964584350586,209.268981933594,204.964584350586,174.964584350586,211.964584350586,0.288325846195221,0.0409376062452793,0.531547725200653,0.0623343326151371,0.00885046739131212,114.917457580566,"12064408","Brandenburg",13.9289,52.5028,74,12,12,2.06336396402901,0.545062833188828,0.152887572329599
"AA_0621","F",2018,9.44,77,-5.45931757657496,0.72,"52.9767   14.0672","Batch_1",1,23,0.759999990463257,0,0,1,35.272045135498,249.149642944336,26.8291835784912,45.617115020752,55.2420043945312,11.8556690216064,28.6058921813965,73.8297882080078,54.9282417297363,211.774719238281,178.774719238281,183.774719238281,206.774719238281,203.774719238281,170.774719238281,209.774719238281,3.39110207557678,0.227075219154358,0.236762419342995,0.104476436972618,0.00699595874175429,7.29441165924072,"12073008","Brandenburg",14.0672,52.9767,171,33,33,2.88050362541583,0.372803487610669,0.0812841921014342
"SK_2964","F",2015,19.38,83.9,1.44983994043193,0.08,"49.5861   12.2997","Batch_1",4,24,0.879999995231628,2.59999990463257,0,0,76.5917510986328,151.182815551758,52.1905097961426,43.4320678710938,101.924209594727,38.6680450439453,102.568489074707,111.463790893555,44.9278450012207,203.891983032227,169.222213745117,178.891983032227,198.891983032227,180.891983032227,152.872039794922,192.917358398438,2.75758719444275,0.0761228427290916,0.0136375920847058,0.381656974554062,0.0120952250435948,1.90228974819183,"09374162","Bayern",12.29972222,49.58611111,24,49,49,3.07866801956178,0.265177886139267,0.0769602758451287
"SK_3158","M",2015,17.89,82.2,0.706569247836032,0.2,"52.9217   13.5472","Batch_1",4,25,0,68.0400009155273,0.419999986886978,0,22.1092071533203,111.397941589355,42.4467506408691,49.1705741882324,66.9662322998047,14.2238731384277,22.7774295806885,126.134620666504,22.5167484283447,210.018600463867,177.017990112305,182.018600463867,205.018600463867,202.017990112305,170.017990112305,207.017990112305,1.79432463645935,0.0239626169204712,0.0121016260236502,0.0754082500934601,0.00100705248769373,0.508582711219788,"12060198","Brandenburg",13.5472,52.9217,150,58,58,3.15448812237054,0.246126162765963,0.0700509816452929
"AA_0310","F",2017,7.75,60.4,0.142274483959182,0.8,"52.7383   14.0953","Batch_1",5,26,0.00999999977648258,51.0299987792969,19.0400009155273,0,26.858980178833,47.7492561340332,41.4794578552246,39.5336799621582,64.5990829467773,6.54433059692383,33.747615814209,72.0523071289062,31.2885494232178,217.454925537109,181.400054931641,187.454925537109,211.400054931641,206.437576293945,174.454925537109,211.400054931641,1.15889191627502,1.55216419696808,0.00633460888639092,0.122264824807644,0.163755640387535,0.668310701847076,"12064512","Brandenburg",14.0953,52.7383,107,57,57,3.21092902565466,0.26574423433514,0.0660178373879509
"SK_3142","M",2015,17.65,85.8,-1.11473987372559,0.85,"53.0689   13.4286","Batch_1",4,27,0.319999992847443,41.0900001525879,0,0,63.9209899902344,599.647644042969,41.9054260253906,36.9889984130859,53.2492446899414,20.2828502655029,25,90,59.5288314819336,207.974731445312,175.974731445312,180.974731445312,202.974731445312,200.974731445312,169.974731445312,206.974731445312,0.952517688274384,1.43391013145447,0.209324076771736,0.0251369290053844,0.0378408692777157,5.5240592956543,"12073572","Brandenburg",13.4286,53.0689,197,58,58,2.9897430363863,0.209341852931355,0.0823599250169933
"AA_0271","F",2017,25.42,98.5,1.07675294743203,0.666666667,"52.8969   13.5353","Batch_1",10,28,0.839999973773956,21.1700000762939,0,0,92.9600830078125,157.869552612305,42.3640632629395,47.9785614013672,66.0025787353516,13.675666809082,22.6665573120117,122.365852355957,24.1646156311035,211.9912109375,177.9912109375,183.759765625,206.00032043457,202.9912109375,171.759765625,208.759765625,1.79432463645935,0.0239626169204712,0.0121016260236502,0.0754082500934601,0.00100705248769373,0.508582711219788,"12060198","Brandenburg",13.5353,52.8969,141,40,40,3.07955640033061,0.384973390983131,0.0649395531887436
"AA_0068","F",2016,16.799,83,-0.735832779177661,0.04,"52.4164   13.4642","Batch_1",7,29,1,0,0,0,80.5912246704102,48.6398468017578,29.9231662750244,36.8805694580078,65.0487213134766,7.74145650863647,32.7309532165527,78.9820556640625,72.8926696777344,221.335357666016,185.335357666016,190.262252807617,216.262252807617,211.156402587891,179.156402587891,216.156402587891,0.00144297431688756,0.000794871477410197,0.0442729666829109,0.00017622546874918,9.70749097177759e-05,5.40690469741821,"12061433","Brandenburg",13.4642,52.4164,66,51,51,3.25464984854618,0.320589530093878,0.061161832488769
"AA_0424","F",2017,21.28,85.97,2.440587195534,0.88,"52.6867   14.2775","Batch_1",10,30,0.129999995231628,19.5,3.23000001907349,41,58.1911582946777,121.974517822266,35.5818176269531,37.0997200012207,61.1678886413574,7.66415214538574,28.4671192169189,67.0997161865234,30.9246406555176,220.853759765625,183,190,213,209,177,214,0.0684643909335136,0.0451752878725529,6.20483115199022e-05,0.0183743163943291,0.012124041095376,0.0166523847728968,"12064365","Brandenburg",14.2775,52.6867,94,56,56,3.2089826523388,0.243156881639292,0.0734387722722682
"AA_0254","M",2017,16.46,82.03,-0.648757821423557,0,"52.2458   13.5994","Batch_1",2,31,0.269999980926514,37.0800018310547,1.10000002384186,1,36.5665893554688,148.601287841797,39.9165573120117,35.5162086486816,65.2854614257812,7.6323184967041,32.2587203979492,88.2795867919922,51.2038116455078,217.822494506836,182.335144042969,187.822494506836,211.310852050781,207.190170288086,176.190170288086,213.822494506836,5.62238928978331e-05,4.66095400497579e-07,7.93035542301368e-06,1.49616516864626e-05,1.24031913628642e-07,0.00211033434607089,"12061020","Brandenburg",13.5994,52.2458,54,96,96,3.81104011661055,0.273727381516929,0.0380548946508022
"AA_0313","F",2017,16.43,87.56,-3.10782433315572,0,"52.4977   13.6761","Batch_1",4,32,0,57.1699981689453,0,0,31.302547454834,317.967895507812,34.4710464477539,40.1130447387695,63.0133094787598,9.34791946411133,28.460391998291,63.5646781921387,44.9025917053223,218.534576416016,182.534576416016,188.528915405273,211.534576416016,210.652084350586,178,215.652084350586,0.0336529426276684,0.00670273322612047,5.25753930560313e-05,0.0105757657438517,0.00210639950819314,0.0165223311632872,"12064227","Brandenburg",13.676085,52.497666,71,63,63,3.40193141498301,0.282772794624525,0.05613346182787
